rank,author,author_alias,attribution_link,asset_count,map_count,mod_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot,map_download_change,adjusted_map_download_change,mod_download_change,adjusted_mod_download_change
17,pendulating,pendulating,https://github.com/pendulating,1,0,1,272,272,2177,2177,1905,1905,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,272,272
18,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,10,10,0,199,199,1747,1747,1548,1548,snapshot_2026_09_08.json,snapshot_2026_08_25.json,199,199,0,0
19,Bobby-047,Bobby-047,https://github.com/Bobby-047,1,0,1,184,184,3702,3702,3518,3518,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,184,184
20,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,13,10,3,181,181,3890,3890,3709,3709,snapshot_2026_09_08.json,snapshot_2026_08_25.json,12,12,169,169
21,ryandicicco,ryandicicco,https://github.com/ryandicicco,7,7,0,174,174,4431,4431,4257,4257,snapshot_2026_09_08.json,snapshot_2026_08_25.json,174,174,0,0
22,danielloong714,danielloong714,https://github.com/danielloong714,1,0,1,160,160,238,238,78,78,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,160,160
23,prodigious-penguin,prodigious-penguin,https://github.com/prodigious-penguin,1,0,1,153,153,211,211,58,58,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,153,153
24,Gio1112,giorgiodabest,https://giorgio.is-a.dev/,1,0,1,119,119,2785,2785,2666,2666,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,119,119
25,kimth9,kimth9,https://github.com/kimth9,20,19,1,115,115,8585,8585,8470,8470,snapshot_2026_09_08.json,snapshot_2026_08_25.json,103,103,12,12
26,hsullivan1201,hsullivan1201,https://github.com/hsullivan1201,1,0,1,112,112,2603,2603,2491,2491,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,112,112
27,jelegend,jelegend,https://github.com/jelegend,1,1,0,110,110,3766,3766,3656,3656,snapshot_2026_09_08.json,snapshot_2026_08_25.json,110,110,0,0
28,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,2,0,2,103,103,103,103,0,0,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,103,103
29,xoaninc,xoaninc,https://github.com/xoaninc,1,0,1,102,102,172,172,70,70,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,102,102
30,Mpfk,Mpfk,https://github.com/Mpfk,1,0,1,94,94,1883,1883,1789,1789,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,94,94
31,YellowAquarium,YellowAquarium,https://github.com/YellowAquarium,1,0,1,94,94,94,94,0,0,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,94,94
32,soccerjonj,soccerjonj,https://github.com/soccerjonj,7,7,0,93,93,1664,1664,1571,1571,snapshot_2026_09_08.json,snapshot_2026_08_25.json,93,93,0,0
33,cromstar,cromstar,https://github.com/cromstar,1,1,0,88,88,367,367,279,279,snapshot_2026_09_08.json,snapshot_2026_08_25.json,88,88,0,0
34,arniber21,arniber21,https://github.com/arniber21,1,0,1,81,81,244,244,163,163,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,81,81
35,TransitCore,TransitCore,https://github.com/TransitCore,2,0,2,75,75,1516,1516,1441,1441,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,75,75
36,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,1,0,68,68,1353,1353,1285,1285,snapshot_2026_09_08.json,snapshot_2026_08_25.json,68,68,0,0
37,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,2,2,0,59,59,1037,1037,978,978,snapshot_2026_09_08.json,snapshot_2026_08_25.json,59,59,0,0
38,bean1322,bean1322,https://github.com/bean1322,2,2,0,42,42,195,195,153,153,snapshot_2026_09_08.json,snapshot_2026_08_25.json,42,42,0,0
39,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,1,0,1,37,37,297,297,260,260,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,37,37
40,Tesarzh,Tesarzh,https://github.com/Tesarzh,1,0,1,35,35,246,246,211,211,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,35,35
41,Capitao-piolho,Miguel Sousa,https://github.com/Capitao-piolho,1,1,0,32,32,607,607,575,575,snapshot_2026_09_08.json,snapshot_2026_08_25.json,32,32,0,0
42,lexenygma,lexenygma,https://github.com/lexenygma,1,1,0,30,30,127,127,97,97,snapshot_2026_09_08.json,snapshot_2026_08_25.json,30,30,0,0
43,giannons46,giannons46,https://github.com/giannons46,1,1,0,26,26,170,170,144,144,snapshot_2026_09_08.json,snapshot_2026_08_25.json,26,26,0,0
44,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,1,1,0,22,22,369,369,347,347,snapshot_2026_09_08.json,snapshot_2026_08_25.json,22,22,0,0
45,Phineapoo,Phineapoo,https://github.com/Phineapoo,1,1,0,21,21,163,163,142,142,snapshot_2026_09_08.json,snapshot_2026_08_25.json,21,21,0,0
46,hernang87,hernang87,https://github.com/hernang87,1,1,0,21,21,142,142,121,121,snapshot_2026_09_08.json,snapshot_2026_08_25.json,21,21,0,0
47,JcPires,JcPires,https://github.com/JcPires,1,1,0,20,20,93,93,73,73,snapshot_2026_09_08.json,snapshot_2026_08_25.json,20,20,0,0
48,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,1,1,0,15,15,144,144,129,129,snapshot_2026_09_08.json,snapshot_2026_08_25.json,15,15,0,0
49,TathanDev,TathanDev,https://github.com/TathanDev,1,0,1,7,7,212,212,205,205,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,7,7
50,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,1,0,3,3,314,314,311,311,snapshot_2026_09_08.json,snapshot_2026_08_25.json,3,3,0,0
51,stefanorigano,Steno,https://github.com/stefanorigano,1,0,1,0,0,14278,14278,14278,14278,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,0,0
52,IMB11,IMB11,https://github.com/IMB11,2,0,2,0,0,1288,1288,1288,1288,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,0,0
53,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,1,1,0,0,0,379,379,379,379,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,0,0
54,bquelhas,bquelhas,https://github.com/bquelhas,1,1,0,0,0,268,268,268,268,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,0,0
55,matematysek,matematysek,https://github.com/matematysek,1,0,1,0,0,23,23,23,23,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,0,0
56,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,2,0,2,0,0,0,0,0,0,snapshot_2026_09_08.json,snapshot_2026_08_25.json,0,0,0,0
